team,condition,gh,ga,count,prob,cdf
Watford,away,1,0,8,0.21052631578947367,0.3421052631578947
Watford,away,1,1,5,0.13157894736842105,0.4736842105263157
Watford,away,1,2,1,0.02631578947368421,0.4999999999999999
Watford,away,1,3,1,0.02631578947368421,0.5263157894736841
Watford,away,2,0,5,0.13157894736842105,0.6578947368421051
Watford,away,2,1,4,0.10526315789473684,0.7631578947368419
Watford,away,2,5,1,0.02631578947368421,0.7894736842105261
Watford,away,3,0,2,0.05263157894736842,0.8421052631578945
Watford,away,3,1,1,0.02631578947368421,0.8684210526315786
Watford,away,3,2,1,0.02631578947368421,0.8947368421052628
Watford,away,4,0,1,0.02631578947368421,0.921052631578947
Watford,away,4,2,1,0.02631578947368421,0.9473684210526312
Watford,away,5,1,1,0.02631578947368421,0.9736842105263154
Watford,away,8,0,1,0.02631578947368421,0.9999999999999996
West Ham,home,0,1,3,0.039473684210526314,0.039473684210526314
West Ham,home,0,2,7,0.09210526315789473,0.13157894736842105
West Ham,home,0,5,1,0.013157894736842105,0.14473684210526316
West Ham,home,1,0,7,0.09210526315789473,0.2368421052631579
West Ham,home,1,1,11,0.14473684210526316,0.3815789473684211
West Ham,home,1,2,7,0.09210526315789473,0.4736842105263158
West Ham,home,1,3,3,0.039473684210526314,0.5131578947368421
West Ham,home,1,5,1,0.013157894736842105,0.5263157894736843
West Ham,home,2,0,7,0.09210526315789473,0.618421052631579
West Ham,home,2,1,5,0.06578947368421052,0.6842105263157895
West Ham,home,2,2,4,0.05263157894736842,0.736842105263158
West Ham,home,2,3,4,0.05263157894736842,0.7894736842105263
West Ham,home,3,0,2,0.02631578947368421,0.8157894736842105
West Ham,home,3,1,4,0.05263157894736842,0.868421052631579
West Ham,home,3,2,4,0.05263157894736842,0.9210526315789473
West Ham,home,3,3,2,0.02631578947368421,0.9473684210526315
West Ham,home,4,0,3,0.039473684210526314,0.9868421052631579
West Ham,home,4,1,1,0.013157894736842105,1.0
West Ham,away,0,0,5,0.06578947368421052,0.06578947368421052
West Ham,away,0,1,7,0.09210526315789473,0.15789473684210525
West Ham,away,0,3,1,0.013157894736842105,0.17105263157894735
West Ham,away,0,4,3,0.039473684210526314,0.21052631578947367
West Ham,away,1,0,12,0.15789473684210525,0.3684210526315789
West Ham,away,1,1,5,0.06578947368421052,0.43421052631578944
West Ham,away,1,2,3,0.039473684210526314,0.47368421052631576
West Ham,away,1,3,3,0.039473684210526314,0.513157894736842
West Ham,away,1,4,2,0.02631578947368421,0.5394736842105262
West Ham,away,2,0,8,0.10526315789473684,0.644736842105263
West Ham,away,2,1,7,0.09210526315789473,0.7368421052631577
West Ham,away,2,2,4,0.05263157894736842,0.7894736842105261
West Ham,away,2,3,3,0.039473684210526314,0.8289473684210524
West Ham,away,2,4,1,0.013157894736842105,0.8421052631578946
West Ham,away,3,0,3,0.039473684210526314,0.8815789473684209
West Ham,away,3,1,3,0.039473684210526314,0.9210526315789472
West Ham,away,3,2,2,0.02631578947368421,0.9473684210526314
West Ham,away,3,3,1,0.013157894736842105,0.9605263157894736
West Ham,away,4,0,1,0.013157894736842105,0.9736842105263157
West Ham,away,4,1,1,0.013157894736842105,0.9868421052631579
West Ham,away,4,3,1,0.013157894736842105,1.0
Leicester City,home,0,0,4,0.05263157894736842,0.05263157894736842
Leicester City,home,0,1,8,0.10526315789473684,0.15789473684210525
Leicester City,home,0,2,4,0.05263157894736842,0.21052631578947367
Leicester City,home,0,3,4,0.05263157894736842,0.2631578947368421
Leicester City,home,0,4,1,0.013157894736842105,0.2763157894736842
Leicester City,home,1,0,4,0.05263157894736842,0.3289473684210526
Leicester City,home,1,1,2,0.02631578947368421,0.35526315789473684
Leicester City,home,1,2,5,0.06578947368421052,0.42105263157894735
Leicester City,home,1,3,3,0.039473684210526314,0.4605263157894737
Leicester City,home,2,0,6,0.07894736842105263,0.5394736842105263
Leicester City,home,2,1,8,0.10526315789473684,0.6447368421052632
Leicester City,home,2,2,7,0.09210526315789473,0.7368421052631579
Leicester City,home,2,3,1,0.013157894736842105,0.75
Leicester City,home,2,4,2,0.02631578947368421,0.7763157894736842
Leicester City,home,3,0,4,0.05263157894736842,0.8289473684210527
Leicester City,home,3,1,2,0.02631578947368421,0.8552631578947368
Leicester City,home,4,0,3,0.039473684210526314,0.8947368421052632
Leicester City,home,4,1,3,0.039473684210526314,0.9342105263157895
Leicester City,home,4,2,3,0.039473684210526314,0.9736842105263158
Leicester City,home,5,0,2,0.02631578947368421,1.0
Leicester City,away,0,0,3,0.039473684210526314,0.039473684210526314
Leicester City,away,0,1,1,0.013157894736842105,0.05263157894736842
Leicester City,away,0,2,7,0.09210526315789473,0.14473684210526316
Leicester City,away,0,3,2,0.02631578947368421,0.17105263157894737
Leicester City,away,0,4,1,0.013157894736842105,0.1842105263157895
Leicester City,away,0,9,1,0.013157894736842105,0.19736842105263158
Leicester City,away,1,0,3,0.039473684210526314,0.2368421052631579
Leicester City,away,1,1,13,0.17105263157894737,0.4078947368421053
Leicester City,away,1,2,9,0.11842105263157894,0.5263157894736843
Leicester City,away,1,4,2,0.02631578947368421,0.5526315789473685
Leicester City,away,1,5,1,0.013157894736842105,0.5657894736842106
Leicester City,away,2,0,3,0.039473684210526314,0.605263157894737
Leicester City,away,2,1,12,0.15789473684210525,0.7631578947368423
Leicester City,away,2,2,2,0.02631578947368421,0.7894736842105264
Leicester City,away,2,4,1,0.013157894736842105,0.8026315789473686
Leicester City,away,2,5,1,0.013157894736842105,0.8157894736842107
Leicester City,away,3,0,3,0.039473684210526314,0.8552631578947371
Leicester City,away,3,1,3,0.039473684210526314,0.8947368421052634
Leicester City,away,3,2,1,0.013157894736842105,0.9078947368421055
Leicester City,away,4,1,2,0.02631578947368421,0.9342105263157897
Leicester City,away,4,2,1,0.013157894736842105,0.9473684210526319
Leicester City,away,5,2,1,0.013157894736842105,0.960526315789474
Leicester City,away,5,3,1,0.013157894736842105,0.9736842105263162
Leicester City,away,6,2,1,0.013157894736842105,0.9868421052631583
Leicester City,away,6,3,1,0.013157894736842105,1.0000000000000004
Manchester United,home,0,0,6,0.07894736842105263,0.07894736842105263
Manchester United,home,0,1,3,0.039473684210526314,0.11842105263157894
Manchester United,home,0,2,2,0.02631578947368421,0.14473684210526316
Manchester United,home,0,5,1,0.013157894736842105,0.15789473684210525
Manchester United,home,1,0,9,0.11842105263157894,0.2763157894736842
Manchester United,home,1,1,9,0.11842105263157894,0.3947368421052631
Manchester United,home,1,2,4,0.05263157894736842,0.4473684210526315
Manchester United,home,1,3,1,0.013157894736842105,0.4605263157894736
Manchester United,home,1,6,1,0.013157894736842105,0.4736842105263157
Manchester United,home,2,0,5,0.06578947368421052,0.5394736842105262
Manchester United,home,2,1,7,0.09210526315789473,0.6315789473684209
Manchester United,home,2,2,3,0.039473684210526314,0.6710526315789472
Manchester United,home,2,4,1,0.013157894736842105,0.6842105263157894
Manchester United,home,3,0,6,0.07894736842105263,0.763157894736842
Manchester United,home,3,1,5,0.06578947368421052,0.8289473684210525
Manchester United,home,3,2,3,0.039473684210526314,0.8684210526315789
Manchester United,home,3,3,1,0.013157894736842105,0.881578947368421
Manchester United,home,4,0,2,0.02631578947368421,0.9078947368421052
Manchester United,home,4,1,3,0.039473684210526314,0.9473684210526315
Manchester United,home,5,1,1,0.013157894736842105,0.9605263157894737
Manchester United,home,5,2,1,0.013157894736842105,0.9736842105263158
Manchester United,home,6,2,1,0.013157894736842105,0.986842105263158
Manchester United,home,9,0,1,0.013157894736842105,1.0
Manchester United,away,0,0,5,0.06578947368421052,0.06578947368421052
Manchester United,away,0,1,7,0.09210526315789473,0.15789473684210525
Manchester United,away,0,2,7,0.09210526315789473,0.25
Manchester United,away,0,3,3,0.039473684210526314,0.2894736842105263
Manchester United,away,1,0,6,0.07894736842105263,0.368421052631579
Manchester United,away,1,1,11,0.14473684210526316,0.5131578947368421
Manchester United,away,1,2,6,0.07894736842105263,0.5921052631578948
Manchester United,away,1,3,6,0.07894736842105263,0.6710526315789475
Manchester United,away,1,4,1,0.013157894736842105,0.6842105263157896
Manchester United,away,2,0,5,0.06578947368421052,0.7500000000000001
Manchester United,away,2,2,3,0.039473684210526314,0.7894736842105264
Manchester United,away,2,3,3,0.039473684210526314,0.8289473684210528
Manchester United,away,2,4,1,0.013157894736842105,0.8421052631578949
Manchester United,away,3,1,2,0.02631578947368421,0.8684210526315791
Manchester United,away,3,2,1,0.013157894736842105,0.8815789473684212
Manchester United,away,3,3,1,0.013157894736842105,0.8947368421052634
Manchester United,away,4,0,3,0.039473684210526314,0.9342105263157897
Manchester United,away,4,1,2,0.02631578947368421,0.9605263157894739
Manchester United,away,4,2,1,0.013157894736842105,0.973684210526316
Manchester United,away,6,3,1,0.013157894736842105,0.9868421052631582
Manchester United,away,7,0,1,0.013157894736842105,1.0000000000000002
Newcastle United,home,0,0,7,0.09210526315789473,0.09210526315789473
Newcastle United,home,0,1,2,0.02631578947368421,0.11842105263157894
Newcastle United,home,0,2,4,0.05263157894736842,0.17105263157894735
Newcastle United,home,0,3,3,0.039473684210526314,0.21052631578947367
Newcastle United,home,0,4,1,0.013157894736842105,0.22368421052631576
Newcastle United,home,1,0,11,0.14473684210526316,0.3684210526315789
Newcastle United,home,1,1,12,0.15789473684210525,0.5263157894736842
Newcastle United,home,1,2,4,0.05263157894736842,0.5789473684210527
Newcastle United,home,1,3,2,0.02631578947368421,0.6052631578947368
Newcastle United,home,1,4,1,0.013157894736842105,0.618421052631579
Newcastle United,home,2,0,3,0.039473684210526314,0.6578947368421053
Newcastle United,home,2,1,7,0.09210526315789473,0.75
Newcastle United,home,2,2,4,0.05263157894736842,0.8026315789473684
Newcastle United,home,2,3,1,0.013157894736842105,0.8157894736842105
Newcastle United,home,2,4,1,0.013157894736842105,0.8289473684210527
Newcastle United,home,3,0,1,0.013157894736842105,0.8421052631578948
Newcastle United,home,3,1,3,0.039473684210526314,0.8815789473684211
Newcastle United,home,3,2,2,0.02631578947368421,0.9078947368421053
Newcastle United,home,3,3,2,0.02631578947368421,0.9342105263157895
Newcastle United,home,3,4,1,0.013157894736842105,0.9473684210526316
Newcastle United,home,4,0,1,0.013157894736842105,0.9605263157894738
Newcastle United,home,4,1,1,0.013157894736842105,0.9736842105263159
Newcastle United,home,5,1,1,0.013157894736842105,0.9868421052631581
Newcastle United,home,6,1,1,0.013157894736842105,1.0000000000000002
Newcastle United,away,0,0,6,0.07894736842105263,0.07894736842105263
Newcastle United,away,0,1,3,0.039473684210526314,0.11842105263157894
Newcastle United,away,0,2,6,0.07894736842105263,0.19736842105263158
Newcastle United,away,0,3,2,0.02631578947368421,0.2236842105263158
Newcastle United,away,1,0,6,0.07894736842105263,0.3026315789473684
Newcastle United,away,1,1,11,0.14473684210526316,0.4473684210526316
Newcastle United,away,1,2,6,0.07894736842105263,0.5263157894736842
Newcastle United,away,1,4,4,0.05263157894736842,0.5789473684210527
Newcastle United,away,1,5,1,0.013157894736842105,0.5921052631578948
Newcastle United,away,2,0,8,0.10526315789473684,0.6973684210526316
Newcastle United,away,2,1,3,0.039473684210526314,0.736842105263158
Newcastle United,away,2,2,2,0.02631578947368421,0.7631578947368421
Newcastle United,away,2,3,1,0.013157894736842105,0.7763157894736843
Newcastle United,away,2,4,1,0.013157894736842105,0.7894736842105264
Newcastle United,away,3,0,3,0.039473684210526314,0.8289473684210528
Newcastle United,away,3,1,4,0.05263157894736842,0.8815789473684212
Newcastle United,away,4,0,2,0.02631578947368421,0.9078947368421054
Newcastle United,away,4,1,2,0.02631578947368421,0.9342105263157896
Newcastle United,away,5,0,3,0.039473684210526314,0.9736842105263159
Newcastle United,away,5,1,1,0.013157894736842105,0.9868421052631581
Newcastle United,away,5,2,1,0.013157894736842105,1.0000000000000002
Arsenal,home,0,0,4,0.05263157894736842,0.05263157894736842
Arsenal,home,0,1,4,0.05263157894736842,0.10526315789473684
Arsenal,home,0,2,2,0.02631578947368421,0.13157894736842105
Arsenal,home,0,3,4,0.05263157894736842,0.18421052631578946
Arsenal,home,1,0,4,0.05263157894736842,0.23684210526315788
Arsenal,home,1,1,6,0.07894736842105263,0.3157894736842105
Arsenal,home,1,2,5,0.06578947368421052,0.381578947368421
Arsenal,home,1,3,1,0.013157894736842105,0.3947368421052631
Arsenal,home,2,0,5,0.06578947368421052,0.4605263157894736
Arsenal,home,2,1,10,0.13157894736842105,0.5921052631578947
Arsenal,home,2,2,4,0.05263157894736842,0.644736842105263
Arsenal,home,3,0,2,0.02631578947368421,0.6710526315789472
Arsenal,home,3,1,8,0.10526315789473684,0.7763157894736841
Arsenal,home,3,2,6,0.07894736842105263,0.8552631578947367
Arsenal,home,3,3,1,0.013157894736842105,0.8684210526315789
Arsenal,home,4,0,3,0.039473684210526314,0.9078947368421052
Arsenal,home,4,1,2,0.02631578947368421,0.9342105263157894
Arsenal,home,4,2,2,0.02631578947368421,0.9605263157894736
Arsenal,home,5,0,2,0.02631578947368421,0.9868421052631577
Arsenal,home,5,1,1,0.013157894736842105,0.9999999999999999
Arsenal,away,0,0,4,0.05263157894736842,0.05263157894736842
Arsenal,away,0,1,10,0.13157894736842105,0.18421052631578946
Arsenal,away,0,2,8,0.10526315789473684,0.2894736842105263
Arsenal,away,0,3,5,0.06578947368421052,0.35526315789473684
Arsenal,away,0,4,1,0.013157894736842105,0.3684210526315789
Arsenal,away,0,5,1,0.013157894736842105,0.381578947368421
Arsenal,away,1,0,7,0.09210526315789473,0.47368421052631576
Arsenal,away,1,1,5,0.06578947368421052,0.5394736842105263
Arsenal,away,1,2,1,0.013157894736842105,0.5526315789473685
